query,expanded_query,title,abstract,model_score,cosine_similarity,source_query,avg_original_score,avg_expanded_score,overlap_count
What methods exist for detecting outliers in financial time series?,"What methods exist for detecting outliers in financial time series? Machine learning, statistical methods, anomaly detection, clustering, deep learning, data preprocessing, time series analysis",An Evaluation of Classification and Outlier Detection Algorithms,"  This paper evaluates algorithms for classification and outlier detection
accuracies in temporal data. We focus on algorithms that train and classify
rapidly and can be used for systems that need to incorporate new data
regularly. Hence, we compare the accuracy of six fast algorithms using a range
of well-known time-series datasets. The analyses demonstrate that the choice of
algorithm is task and data specific but that we can derive heuristics for
choosing. Gradient Boosting Machines are generally best for classification but
there is no single winner for outlier detection though Gradient Boosting
Machines (again) and Random Forest are better. Hence, we recommend running
evaluations of a number of algorithms using our heuristics.
",4.666666666666667,0.6032147,expanded,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning","On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A
  Survey","  Within the evolving landscape of deep learning, the dilemma of data quantity
and quality has been a long-standing problem. The recent advent of Large
Language Models (LLMs) offers a data-centric solution to alleviate the
limitations of real-world data with synthetic data generation. However, current
investigations into this field lack a unified framework and mostly stay on the
surface. Therefore, this paper provides an organization of relevant studies
based on a generic workflow of synthetic data generation. By doing so, we
highlight the gaps within existing research and outline prospective avenues for
future study. This work aims to shepherd the academic and industrial
communities towards deeper, more methodical inquiries into the capabilities and
applications of LLMs-driven synthetic data generation.
",8.666666666666666,0.7276604,overlap,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning",Best Practices and Lessons Learned on Synthetic Data for Language Models,"  The success of AI models relies on the availability of large, diverse, and
high-quality datasets, which can be challenging to obtain due to data scarcity,
privacy concerns, and high costs. Synthetic data has emerged as a promising
solution by generating artificial data that mimics real-world patterns. This
paper provides an overview of synthetic data research, discussing its
applications, challenges, and future directions. We present empirical evidence
from prior art to demonstrate its effectiveness and highlight the importance of
ensuring its factuality, fidelity, and unbiasedness. We emphasize the need for
responsible use of synthetic data to build more powerful, inclusive, and
trustworthy language models.
",6.666666666666667,0.69508004,overlap,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning","Generative AI for Synthetic Data Generation: Methods, Challenges and the
  Future","  The recent surge in research focused on generating synthetic data from large
language models (LLMs), especially for scenarios with limited data
availability, marks a notable shift in Generative Artificial Intelligence (AI).
Their ability to perform comparably to real-world data positions this approach
as a compelling solution to low-resource challenges. This paper delves into
advanced technologies that leverage these gigantic LLMs for the generation of
task-specific training data. We outline methodologies, evaluation techniques,
and practical applications, discuss the current limitations, and suggest
potential pathways for future research.
",8.666666666666666,0.65776056,overlap,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning","Shape of synth to come: Why we should use synthetic data for English
  surface realization","  The Surface Realization Shared Tasks of 2018 and 2019 were Natural Language
Generation shared tasks with the goal of exploring approaches to surface
realization from Universal-Dependency-like trees to surface strings for several
languages. In the 2018 shared task there was very little difference in the
absolute performance of systems trained with and without additional,
synthetically created data, and a new rule prohibiting the use of synthetic
data was introduced for the 2019 shared task. Contrary to the findings of the
2018 shared task, we show, in experiments on the English 2018 dataset, that the
use of synthetic data can have a substantial positive effect - an improvement
of almost 8 BLEU points for a previously state-of-the-art system. We analyse
the effects of synthetic data, and we argue that its use should be encouraged
rather than prohibited so that future research efforts continue to explore
systems that can take advantage of such data.
",6.333333333333333,0.700649,original,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning",Does Synthetic Data Make Large Language Models More Efficient?,"  Natural Language Processing (NLP) has undergone transformative changes with
the advent of deep learning methodologies. One challenge persistently
confronting researchers is the scarcity of high-quality, annotated datasets
that drive these models. This paper explores the nuances of synthetic data
generation in NLP, with a focal point on template-based question generation. By
assessing its advantages, including data augmentation potential and the
introduction of structured variety, we juxtapose these benefits against
inherent limitations, such as the risk of overfitting and the constraints posed
by pre-defined templates. Drawing from empirical evaluations, we demonstrate
the impact of template-based synthetic data on the performance of modern
transformer models. We conclude by emphasizing the delicate balance required
between synthetic and real-world data, and the future trajectories of
integrating synthetic data in model training pipelines. The findings aim to
guide NLP practitioners in harnessing synthetic data's potential, ensuring
optimal model performance in diverse applications.
",7.666666666666667,0.6357754,original,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning",Machine Learning for Synthetic Data Generation: A Review,"  Machine learning heavily relies on data, but real-world applications often
encounter various data-related issues. These include data of poor quality,
insufficient data points leading to under-fitting of machine learning models,
and difficulties in data access due to concerns surrounding privacy, safety,
and regulations. In light of these challenges, the concept of synthetic data
generation emerges as a promising alternative that allows for data sharing and
utilization in ways that real-world data cannot facilitate. This paper presents
a comprehensive systematic review of existing studies that employ machine
learning models for the purpose of generating synthetic data. The review
encompasses various perspectives, starting with the applications of synthetic
data generation, spanning computer vision, speech, natural language processing,
healthcare, and business domains. Additionally, it explores different machine
learning methods, with particular emphasis on neural network architectures and
deep generative models. The paper also addresses the crucial aspects of privacy
and fairness concerns related to synthetic data generation. Furthermore, this
study identifies the challenges and opportunities prevalent in this emerging
field, shedding light on the potential avenues for future research. By delving
into the intricacies of synthetic data generation, this paper aims to
contribute to the advancement of knowledge and inspire further exploration in
synthetic data generation.
",6.333333333333333,0.625636,expanded,6.8,7.333333333333334,4
What are recent innovations in synthetic data generation for NLP?,"What are recent innovations in synthetic data generation for NLP? - GANs
- Transformer models
- Autoencoders
- Privacy-preserving techniques
- Domain adaptation
- Transfer learning
- Self-supervised learning","Beyond Privacy: Navigating the Opportunities and Challenges of Synthetic
  Data","  Generating synthetic data through generative models is gaining interest in
the ML community and beyond. In the past, synthetic data was often regarded as
a means to private data release, but a surge of recent papers explore how its
potential reaches much further than this -- from creating more fair data to
data augmentation, and from simulation to text generated by ChatGPT. In this
perspective we explore whether, and how, synthetic data may become a dominant
force in the machine learning world, promising a future where datasets can be
tailored to individual needs. Just as importantly, we discuss which fundamental
challenges the community needs to overcome for wider relevance and application
of synthetic data -- the most important of which is quantifying how much we can
trust any finding or prediction drawn from synthetic data.
",6.666666666666667,0.6623593,expanded,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques",Anomaly Detection using Principles of Human Perception,"  In the fields of statistics and unsupervised machine learning a fundamental
and well-studied problem is anomaly detection. Anomalies are difficult to
define, yet many algorithms have been proposed. Underlying the approaches is
the nebulous understanding that anomalies are rare, unusual or inconsistent
with the majority of data. The present work provides a philosophical treatise
to clearly define anomalies and develops an algorithm for their efficient
detection with minimal user intervention. Inspired by the Gestalt School of
Psychology and the Helmholtz principle of human perception, anomalies are
assumed to be observations that are unexpected to occur with respect to certain
groupings made by the majority of the data. Under appropriate random variable
modelling anomalies are directly found in a set of data by a uniform and
independent random assumption of the distribution of constituent elements of
the observations, with anomalies corresponding to those observations where the
expectation of the number of occurrences of the elements in a given view is
$<1$. Starting from fundamental principles of human perception an unsupervised
anomaly detection algorithm is developed that is simple, real-time and
parameter-free. Experiments suggest it as a competing choice for univariate
data with promising results on the detection of global anomalies in
multivariate data.
",8.333333333333334,0.6599401,original,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques",Elsa: Energy-based learning for semi-supervised anomaly detection,"  Anomaly detection aims at identifying deviant instances from the normal data
distribution. Many advances have been made in the field, including the
innovative use of unsupervised contrastive learning. However, existing methods
generally assume clean training data and are limited when the data contain
unknown anomalies. This paper presents Elsa, a novel semi-supervised anomaly
detection approach that unifies the concept of energy-based models with
unsupervised contrastive learning. Elsa instills robustness against any data
contamination by a carefully designed fine-tuning step based on the new energy
function that forces the normal data to be divided into classes of prototypes.
Experiments on multiple contamination scenarios show the proposed model
achieves SOTA performance. Extensive analyses also verify the contribution of
each component in the proposed model. Beyond the experiments, we also offer a
theoretical interpretation of why contrastive learning alone cannot detect
anomalies under data contamination.
",9.333333333333334,0.6672338,original,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques","Transfer Learning from an Auxiliary Discriminative Task for Unsupervised
  Anomaly Detection","  Unsupervised anomaly detection from high dimensional data like mobility
networks is a challenging task. Study of different approaches of feature
engineering from such high dimensional data have been a focus of research in
this field. This study aims to investigate the transferability of features
learned by network classification to unsupervised anomaly detection. We propose
use of an auxiliary classification task to extract features from unlabelled
data by supervised learning, which can be used for unsupervised anomaly
detection. We validate this approach by designing experiments to detect
anomalies in mobility network data from New York and Taipei, and compare the
results to traditional unsupervised feature learning approaches of PCA and
autoencoders. We find that our feature learning approach yields best anomaly
detection performance for both datasets, outperforming other studied
approaches. This establishes the utility of this approach to feature
engineering, which can be applied to other problems of similar nature.
",9.0,0.651183,original,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques",Anomaly Detection by Recombining Gated Unsupervised Experts,"  Anomaly detection has been considered under several extents of prior
knowledge. Unsupervised methods do not require any labelled data, whereas
semi-supervised methods leverage some known anomalies. Inspired by
mixture-of-experts models and the analysis of the hidden activations of neural
networks, we introduce a novel data-driven anomaly detection method called
ARGUE. Our method is not only applicable to unsupervised and semi-supervised
environments, but also profits from prior knowledge of self-supervised
settings. We designed ARGUE as a combination of dedicated expert networks,
which specialise on parts of the input data. For its final decision, ARGUE
fuses the distributed knowledge across the expert systems using a gated
mixture-of-experts architecture. Our evaluation motivates that prior knowledge
about the normal data distribution may be as valuable as known anomalies.
",8.666666666666666,0.638342,original,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques",A Bayesian Ensemble for Unsupervised Anomaly Detection,"  Methods for unsupervised anomaly detection suffer from the fact that the data
is unlabeled, making it difficult to assess the optimality of detection
algorithms. Ensemble learning has shown exceptional results in classification
and clustering problems, but has not seen as much research in the context of
outlier detection. Existing methods focus on combining output scores of
individual detectors, but this leads to outputs that are not easily
interpretable. In this paper, we introduce a theoretical foundation for
combining individual detectors with Bayesian classifier combination. Not only
are posterior distributions easily interpreted as the probability distribution
of anomalies, but bias, variance, and individual error rates of detectors are
all easily obtained. Performance on real-world datasets shows high accuracy
across varied types of time series data.
",9.666666666666666,0.62767255,original,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques","Integrated Clustering and Anomaly Detection (INCAD) for Streaming Data
  (Revised)","  Most current clustering based anomaly detection methods use scoring schema
and thresholds to classify anomalies. These methods are often tailored to
target specific data sets with ""known"" number of clusters. The paper provides a
streaming clustering and anomaly detection algorithm that does not require
strict arbitrary thresholds on the anomaly scores or knowledge of the number of
clusters while performing probabilistic anomaly detection and clustering
simultaneously. This ensures that the cluster formation is not impacted by the
presence of anomalous data, thereby leading to more reliable definition of
""normal vs abnormal"" behavior. The motivations behind developing the INCAD
model and the path that leads to the streaming model is discussed.
",8.333333333333334,0.6195929,expanded,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques",Robust Outlier Detection Technique in Data Mining: A Univariate Approach,"  Outliers are the points which are different from or inconsistent with the
rest of the data. They can be novel, new, abnormal, unusual or noisy
information. Outliers are sometimes more interesting than the majority of the
data. The main challenges of outlier detection with the increasing complexity,
size and variety of datasets, are how to catch similar outliers as a group, and
how to evaluate the outliers. This paper describes an approach which uses
Univariate outlier detection as a pre-processing step to detect the outlier and
then applies K-means algorithm hence to analyse the effects of the outliers on
the cluster analysis of dataset.
",5.666666666666667,0.44269013,expanded,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques",A Computational Theory and Semi-Supervised Algorithm for Clustering,"  A computational theory for clustering and a semi-supervised clustering
algorithm is presented. Clustering is defined to be the obtainment of groupings
of data such that each group contains no anomalies with respect to a chosen
grouping principle and measure; all other examples are considered to be fringe
points, isolated anomalies, anomalous clusters or unknown clusters. More
precisely, after appropriate modelling under the assumption of uniform random
distribution, any example whose expectation of occurrence is <1 with respect to
a group is considered an anomaly; otherwise it is assigned a membership of that
group. Thus, clustering is conceived as the dual of anomaly detection. The
representation of data is taken to be the Euclidean distance of a point to a
cluster median. This is due to the robustness properties of the median to
outliers, its approximate location of centrality and so that decision
boundaries are general purpose. The kernel of the clustering method is
Mohammad's anomaly detection algorithm, resulting in a parameter-free, fast,
and efficient clustering algorithm. Acknowledging that clustering is an
interactive and iterative process, the algorithm relies on a small fraction of
known relationships between examples. These relationships serve as seeds to
define the user's objectives and guide the clustering process. The algorithm
then expands the clusters accordingly, leaving the remaining examples for
exploration and subsequent iterations. Results are presented on synthetic and
realworld data sets, demonstrating the advantages over the most widely used
clustering methods.
",6.333333333333333,0.5659661,expanded,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques","Unsupervised Anomaly Detectors to Detect Intrusions in the Current
  Threat Landscape","  Anomaly detection aims at identifying unexpected fluctuations in the expected
behavior of a given system. It is acknowledged as a reliable answer to the
identification of zero-day attacks to such extent, several ML algorithms that
suit for binary classification have been proposed throughout years. However,
the experimental comparison of a wide pool of unsupervised algorithms for
anomaly-based intrusion detection against a comprehensive set of attacks
datasets was not investigated yet. To fill such gap, we exercise seventeen
unsupervised anomaly detection algorithms on eleven attack datasets. Results
allow elaborating on a wide range of arguments, from the behavior of the
individual algorithm to the suitability of the datasets to anomaly detection.
We conclude that algorithms as Isolation Forests, One-Class Support Vector
Machines and Self-Organizing Maps are more effective than their counterparts
for intrusion detection, while clustering algorithms represent a good
alternative due to their low computational complexity. Further, we detail how
attacks with unstable, distributed or non-repeatable behavior as Fuzzing, Worms
and Botnets are more difficult to detect. Ultimately, we digress on
capabilities of algorithms in detecting anomalies generated by a wide pool of
unknown attacks, showing that achieved metric scores do not vary with respect
to identifying single attacks.
",9.0,0.61289847,expanded,6.8,7.333333333333334,4
How is unsupervised learning being used in anomaly detection?,"How is unsupervised learning being used in anomaly detection? - Clustering algorithms
- Outlier detection 
- One-class classification
- Data mining techniques","Unsupervised anomaly detection algorithms on real-world data: how many
  do we need?","  In this study we evaluate 32 unsupervised anomaly detection algorithms on 52
real-world multivariate tabular datasets, performing the largest comparison of
unsupervised anomaly detection algorithms to date. On this collection of
datasets, the $k$-thNN (distance to the $k$-nearest neighbor) algorithm
significantly outperforms the most other algorithms. Visualizing and then
clustering the relative performance of the considered algorithms on all
datasets, we identify two clear clusters: one with ``local'' datasets, and
another with ``global'' datasets. ``Local'' anomalies occupy a region with low
density when compared to nearby samples, while ``global'' occupy an overall low
density region in the feature space. On the local datasets the $k$NN
($k$-nearest neighbor) algorithm comes out on top. On the global datasets, the
EIF (extended isolation forest) algorithm performs the best. Also taking into
consideration the algorithms' computational complexity, a toolbox with these
three unsupervised anomaly detection algorithms suffices for finding anomalies
in this representative collection of multivariate datasets. By providing access
to code and datasets, our study can be easily reproduced and extended with more
algorithms and/or datasets.
",8.666666666666666,0.63992393,expanded,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables",A Primer on Causality in Data Science,"  Many questions in Data Science are fundamentally causal in that our objective
is to learn the effect of some exposure, randomized or not, on an outcome
interest. Even studies that are seemingly non-causal, such as those with the
goal of prediction or prevalence estimation, have causal elements, including
differential censoring or measurement. As a result, we, as Data Scientists,
need to consider the underlying causal mechanisms that gave rise to the data,
rather than simply the pattern or association observed in those data. In this
work, we review the 'Causal Roadmap' of Petersen and van der Laan (2014) to
provide an introduction to some key concepts in causal inference. Similar to
other causal frameworks, the steps of the Roadmap include clearly stating the
scientific question, defining of the causal model, translating the scientific
question into a causal parameter, assessing the assumptions needed to express
the causal parameter as a statistical estimand, implementation of statistical
estimators including parametric and semi-parametric methods, and interpretation
of our findings. We believe that using such a framework in Data Science will
help to ensure that our statistical analyses are guided by the scientific
question driving our research, while avoiding over-interpreting our results. We
focus on the effect of an exposure occurring at a single time point and
highlight the use of targeted maximum likelihood estimation (TMLE) with Super
Learner.
",7.0,0.67350847,original,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables",A Primer on Causal Analysis,"  We provide a conceptual map to navigate causal analysis problems. Focusing on
the case of discrete random variables, we consider the case of causal effect
estimation from observational data. The presented approaches apply also to
continuous variables, but the issue of estimation becomes more complex. We then
introduce the four schools of thought for causal analysis
",6.333333333333333,0.696984,original,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables",Causality and Statistical Learning,"  We review some approaches and philosophies of causal inference coming from
sociology, economics, computer science, cognitive science, and statistics
",6.666666666666667,0.7257515,original,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables",A Survey on Causal Discovery: Theory and Practice,"  Understanding the laws that govern a phenomenon is the core of scientific
progress. This is especially true when the goal is to model the interplay
between different aspects in a causal fashion. Indeed, causal inference itself
is specifically designed to quantify the underlying relationships that connect
a cause to its effect. Causal discovery is a branch of the broader field of
causality in which causal graphs is recovered from data (whenever possible),
enabling the identification and estimation of causal effects. In this paper, we
explore recent advancements in a unified manner, provide a consistent overview
of existing algorithms developed under different settings, report useful tools
and data, present real-world applications to understand why and how these
methods can be fruitfully exploited.
",8.333333333333334,0.6950414,original,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables","Data-Driven Causal Effect Estimation Based on Graphical Causal
  Modelling: A Survey","  In many fields of scientific research and real-world applications, unbiased
estimation of causal effects from non-experimental data is crucial for
understanding the mechanism underlying the data and for decision-making on
effective responses or interventions. A great deal of research has been
conducted to address this challenging problem from different angles. For
estimating causal effect in observational data, assumptions such as Markov
condition, faithfulness and causal sufficiency are always made. Under the
assumptions, full knowledge such as, a set of covariates or an underlying
causal graph, is typically required. A practical challenge is that in many
applications, no such full knowledge or only some partial knowledge is
available. In recent years, research has emerged to use search strategies based
on graphical causal modelling to discover useful knowledge from data for causal
effect estimation, with some mild assumptions, and has shown promise in
tackling the practical challenge. In this survey, we review these data-driven
methods on causal effect estimation for a single treatment with a single
outcome of interest and focus on the challenges faced by data-driven causal
effect estimation. We concisely summarise the basic concepts and theories that
are essential for data-driven causal effect estimation using graphical causal
modelling but are scattered around the literature. We identify and discuss the
challenges faced by data-driven causal effect estimation and characterise the
existing methods by their assumptions and the approaches to tackling the
challenges. We analyse the strengths and limitations of the different types of
methods and present an empirical evaluation to support the discussions. We hope
this review will motivate more researchers to design better data-driven methods
based on graphical causal modelling for the challenging problem of causal
effect estimation.
",9.0,0.63650924,overlap,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables","How and Why to Use Experimental Data to Evaluate Methods for
  Observational Causal Inference","  Methods that infer causal dependence from observational data are central to
many areas of science, including medicine, economics, and the social sciences.
A variety of theoretical properties of these methods have been proven, but
empirical evaluation remains a challenge, largely due to the lack of
observational data sets for which treatment effect is known. We describe and
analyze observational sampling from randomized controlled trials (OSRCT), a
method for evaluating causal inference methods using data from randomized
controlled trials (RCTs). This method can be used to create constructed
observational data sets with corresponding unbiased estimates of treatment
effect, substantially increasing the number of data sets available for
empirical evaluation of causal inference methods. We show that, in expectation,
OSRCT creates data sets that are equivalent to those produced by randomly
sampling from empirical data sets in which all potential outcomes are
available. We then perform a large-scale evaluation of seven causal inference
methods over 37 data sets, drawn from RCTs, as well as simulators, real-world
computational systems, and observational data sets augmented with a synthetic
response variable. We find notable performance differences when comparing
across data from different sources, demonstrating the importance of using data
from a variety of sources when evaluating any causal inference method.
",7.333333333333333,0.64475465,expanded,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables","On Multi-Cause Causal Inference with Unobserved Confounding:
  Counterexamples, Impossibility, and Alternatives","  Unobserved confounding is a central barrier to drawing causal inferences from
observational data. Several authors have recently proposed that this barrier
can be overcome in the case where one attempts to infer the effects of several
variables simultaneously. In this paper, we present two simple, analytical
counterexamples that challenge the general claims that are central to these
approaches. In addition, we show that nonparametric identification is
impossible in this setting. We discuss practical implications, and suggest
alternatives to the methods that have been proposed so far in this line of
work: using proxy variables and shifting focus to sensitivity analysis.
",8.333333333333334,0.6018542,expanded,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables",CausalNLP: A Practical Toolkit for Causal Inference with Text,"  Causal inference is the process of estimating the effect or impact of a
treatment on an outcome with other covariates as potential confounders (and
mediators) that may need to be controlled. The vast majority of existing
methods and systems for causal inference assume that all variables under
consideration are categorical or numerical (e.g., gender, price, enrollment).
In this paper, we present CausalNLP, a toolkit for inferring causality with
observational data that includes text in addition to traditional numerical and
categorical variables. CausalNLP employs the use of meta learners for treatment
effect estimation and supports using raw text and its linguistic properties as
a treatment, an outcome, or a ""controlled-for"" variable (e.g., confounder). The
library is open source and available at: https://github.com/amaiya/causalnlp.
",8.0,0.62729496,expanded,6.8,7.333333333333334,4
What are the latest approaches to causal inference in data science?,"What are the latest approaches to causal inference in data science? - Counterfactual reasoning
- Treatment effect estimation
- Causal modeling
- Propensity score matching
- Instrumental variables",Causal Inference through a Witness Protection Program,"  One of the most fundamental problems in causal inference is the estimation of
a causal effect when variables are confounded. This is difficult in an
observational study, because one has no direct evidence that all confounders
have been adjusted for. We introduce a novel approach for estimating causal
effects that exploits observational conditional independencies to suggest
""weak"" paths in a unknown causal graph. The widely used faithfulness condition
of Spirtes et al. is relaxed to allow for varying degrees of ""path
cancellations"" that imply conditional independencies but do not rule out the
existence of confounding causal paths. The outcome is a posterior distribution
over bounds on the average causal effect via a linear programming approach and
Bayesian inference. We claim this approach should be used in regular practice
along with other default tools in observational studies.
",8.666666666666666,0.6529753,expanded,6.8,7.333333333333334,4
How is AI being used to optimize supply chain management?,"How is AI being used to optimize supply chain management? - machine learning
- predictive analytics
- inventory management
- demand forecasting
- production planning
- logistics optimization
- artificial intelligence applications","Evaluation of key impression of resilient supply chain based on
  artificial intelligence of things (AIoT)","  In recent years, the high complexity of the business environment, dynamism
and environmental change, uncertainty and concepts such as globalization and
increasing competition of organizations in the national and international arena
have caused many changes in the equations governing the supply chain. In this
case, supply chain organizations must always be prepared for a variety of
challenges and dynamic environmental changes. One of the effective solutions to
face these challenges is to create a resilient supply chain. Resilient supply
chain is able to overcome uncertainties and disruptions in the business
environment. The competitive advantage of this supply chain does not depend
only on low costs, high quality, reduced latency and high level of service.
Rather, it has the ability of the chain to avoid catastrophes and overcome
critical situations, and this is the resilience of the supply chain. AI and IoT
technologies and their combination, called AIoT, have played a key role in
improving supply chain performance in recent years and can therefore increase
supply chain resilience. For this reason, in this study, an attempt was made to
better understand the impact of these technologies on equity by examining the
dimensions and components of the Artificial Intelligence of Things (AIoT)-based
supply chain. Finally, using nonlinear fuzzy decision making method, the most
important components of the impact on the resilient smart supply chain are
determined. Understanding this assessment can help empower the smart supply
chain.
",7.666666666666667,0.6396922,original,6.8,7.333333333333334,4
How is AI being used to optimize supply chain management?,"How is AI being used to optimize supply chain management? - machine learning
- predictive analytics
- inventory management
- demand forecasting
- production planning
- logistics optimization
- artificial intelligence applications","AI in Supply Chain Risk Assessment: A Systematic Literature Review and
  Bibliometric Analysis","  Supply chain risk assessment (SCRA) has witnessed a profound evolution
through the integration of artificial intelligence (AI) and machine learning
(ML) techniques, revolutionizing predictive capabilities and risk mitigation
strategies. The significance of this evolution stems from the critical role of
robust risk management strategies in ensuring operational resilience and
continuity within modern supply chains. Previous reviews have outlined
established methodologies but have overlooked emerging AI/ML techniques,
leaving a notable research gap in understanding their practical implications
within SCRA. This paper conducts a systematic literature review combined with a
comprehensive bibliometric analysis. We meticulously examined 1,717 papers and
derived key insights from a select group of 48 articles published between 2014
and 2023. The review fills this research gap by addressing pivotal research
questions, and exploring existing AI/ML techniques, methodologies, findings,
and future trajectories, thereby providing a more encompassing view of the
evolving landscape of SCRA. Our study unveils the transformative impact of
AI/ML models, such as Random Forest, XGBoost, and hybrids, in substantially
enhancing precision within SCRA. It underscores adaptable post-COVID
strategies, advocating for resilient contingency plans and aligning with
evolving risk landscapes. Significantly, this review surpasses previous
examinations by accentuating emerging AI/ML techniques and their practical
implications within SCRA. Furthermore, it highlights the contributions through
a comprehensive bibliometric analysis, revealing publication trends,
influential authors, and highly cited articles.
",8.0,0.6175312,original,6.8,7.333333333333334,4
How is AI being used to optimize supply chain management?,"How is AI being used to optimize supply chain management? - machine learning
- predictive analytics
- inventory management
- demand forecasting
- production planning
- logistics optimization
- artificial intelligence applications","Artificial Intelligence in Reverse Supply Chain Management: The State of
  the Art","  Product take-back legislation forces manufacturers to bear the costs of
collection and disposal of products that have reached the end of their useful
lives. In order to reduce these costs, manufacturers can consider reuse,
remanufacturing and/or recycling of components as an alternative to disposal.
The implementation of such alternatives usually requires an appropriate reverse
supply chain management. With the concepts of reverse supply chain are gaining
popularity in practice, the use of artificial intelligence approaches in these
areas is also becoming popular. As a result, the purpose of this paper is to
give an overview of the recent publications concerning the application of
artificial intelligence techniques to reverse supply chain with emphasis on
certain types of product returns.
",7.333333333333333,0.5796164,overlap,6.8,7.333333333333334,4
